Time_A	Channel_A	Time_B	Channel_B	Time_C	Channel_C	Time_D	Channel_D
770.270	147.931995	770.270	99.594395	770.270	24.155646	770.270	0.310932
770.571	142.536683	770.571	99.742807	770.571	25.372443	770.571	-3.019099
770.871	145.485309	770.871	100.977066	770.871	23.025631	770.871	0.215048
771.171	147.286000	771.171	99.174849	771.171	24.845962	771.171	1.316167
771.471	149.136365	771.471	104.159835	771.471	25.232975	771.471	0.935766
771.772	143.628176	771.772	103.994229	771.772	25.069517	771.772	3.304390
772.072	151.206456	772.072	102.767897	772.072	23.121575	772.072	-1.266698
772.372	144.237124	772.372	98.826837	772.372	24.325443	772.372	-1.911864
772.673	146.322077	772.673	101.242337	772.673	24.732176	772.673	-3.669970
772.973	146.683103	772.973	101.446133	772.973	25.769014	772.973	-0.956594
773.273	147.930596	773.273	106.033421	773.273	26.393387	773.273	-0.268856
773.574	148.959701	773.574	105.732154	773.574	24.530787	773.574	-2.246628
773.874	144.557162	773.874	102.156576	773.874	25.600147	773.874	-0.196059
774.174	151.258158	774.174	103.116946	774.174	25.876787	774.174	-0.827685
774.474	146.248739	774.474	100.124067	774.474	24.675836	774.474	-0.566579
774.775	148.605728	774.775	99.512555	774.775	24.305855	774.775	1.298132
775.075	149.501279	775.075	104.526761	775.075	27.344915	775.075	3.681871
775.375	147.996710	775.375	96.467805	775.375	24.849068	775.375	-3.507294
775.676	151.644590	775.676	99.643940	775.676	24.189436	775.676	0.400105
775.976	147.087932	775.976	104.946174	775.976	23.558998	775.976	-0.618045
776.276	150.154920	776.276	104.123171	776.276	24.348750	776.276	-1.220977
776.577	152.796901	776.577	102.330533	776.577	25.981782	776.577	-0.004402
776.877	144.647395	776.877	101.787494	776.877	23.517004	776.877	-2.885370
777.177	152.058192	777.177	100.306498	777.177	24.115670	777.177	-0.247235
777.477	139.048872	777.477	101.726398	777.477	24.155847	777.477	1.479017
777.778	146.312266	777.778	103.610329	777.778	25.142872	777.778	2.245723
778.078	146.429533	778.078	105.517536	778.078	24.012252	778.078	-1.325597
778.378	145.272354	778.378	106.598592	778.378	24.024449	778.378	-1.554819
778.679	144.633986	778.679	103.403280	778.679	25.074704	778.679	0.623698
778.979	146.445964	778.979	106.323238	778.979	25.321949	778.979	-0.432192
779.279	142.707371	779.279	102.098084	779.279	24.875367	779.279	-0.748214
779.580	144.856751	779.580	100.396055	779.580	24.366063	779.580	1.810566
779.880	150.632668	779.880	99.886831	779.880	24.574897	779.880	-2.218452
780.180	155.981800	780.180	101.594126	780.180	25.791200	780.180	-2.592994
780.480	156.954231	780.480	102.092076	780.480	24.527292	780.480	3.102756
780.781	147.838974	780.781	99.915589	780.781	23.948710	780.781	0.257353
781.081	148.892987	781.081	104.877079	781.081	23.931015	781.081	-4.200806
781.381	144.559655	781.381	109.099912	781.381	26.447809	781.381	-0.425445
781.682	145.807900	781.682	99.893259	781.682	23.935838	781.682	2.223023
781.982	147.054525	781.982	97.191069	781.982	26.517275	781.982	-1.686434
782.282	146.193809	782.282	99.176123	782.282	24.726964	782.282	-1.291767
782.583	143.958912	782.583	96.717573	782.583	25.419794	782.583	0.071699
782.883	146.090978	782.883	99.346762	782.883	23.357228	782.883	-0.025136
783.183	149.080206	783.183	103.535114	783.183	21.689724	783.183	2.871370
783.483	139.604094	783.483	97.889799	783.483	25.906255	783.483	-1.109300
783.784	147.046862	783.784	96.901977	783.784	24.295138	783.784	0.815456
784.084	142.315185	784.084	102.192774	784.084	26.239651	784.084	-0.238442
784.384	146.695566	784.384	98.119135	784.384	24.152039	784.384	1.579851
784.685	144.418322	784.685	98.025083	784.685	23.862090	784.685	2.786226
784.985	148.333310	784.985	105.021114	784.985	23.776986	784.985	-0.003628
785.285	146.760544	785.285	99.400226	785.285	22.788416	785.285	0.453765
785.586	145.138286	785.586	101.609240	785.586	22.940441	785.586	-0.591388
785.886	142.389788	785.886	100.840123	785.886	26.277950	785.886	-2.381315
786.186	144.685463	786.186	103.247777	786.186	22.434326	786.186	0.368459
786.486	144.759772	786.486	97.447069	786.486	25.986267	786.486	2.046589
786.787	141.907630	786.787	99.289112	786.787	23.422662	786.787	-2.374042
787.087	144.244156	787.087	98.657325	787.087	22.932422	787.087	-0.535855
787.387	148.009574	787.387	101.038227	787.387	22.631093	787.387	-0.129457
787.688	149.873159	787.688	96.800675	787.688	23.129074	787.688	-1.356145
787.988	144.032363	787.988	100.892467	787.988	22.002498	787.988	-3.627135
788.288	139.133554	788.288	96.966132	788.288	22.869007	788.288	-1.301720
788.589	148.816420	788.589	93.880284	788.589	22.273273	788.589	3.516430
788.889	148.385479	788.889	96.464868	788.889	24.153050	788.889	-1.188139
789.189	139.675330	789.189	101.418553	789.189	25.135945	789.189	-1.594028
789.489	146.009548	789.489	96.571907	789.489	26.645010	789.489	1.050684
789.790	148.034523	789.790	102.515597	789.790	21.787923	789.790	0.334216
790.090	142.224474	790.090	93.776448	790.090	21.565171	790.090	-1.965244
790.390	145.877579	790.390	98.568723	790.390	25.566040	790.390	0.869715
790.691	152.143763	790.691	102.322883	790.691	23.572909	790.691	3.475438
790.991	147.627116	790.991	92.307605	790.991	24.439833	790.991	1.482142
791.291	144.946816	791.291	99.028064	791.291	25.117447	791.291	-3.300706
791.592	146.289878	791.592	93.973711	791.592	22.602210	791.592	0.752107
791.892	148.390914	791.892	103.503157	791.892	25.125752	791.892	2.570474
792.192	143.974545	792.192	94.229587	792.192	24.174165	792.192	-4.961975
792.492	145.791266	792.492	93.379328	792.492	23.527354	792.492	0.843647
792.793	146.685825	792.793	99.252139	792.793	23.177271	792.793	-1.894334
793.093	142.681570	793.093	97.455964	793.093	24.126633	793.093	-0.845045
793.393	145.258357	793.393	95.945940	793.393	23.467209	793.393	0.209660
793.694	140.060473	793.694	98.162229	793.694	23.681265	793.694	3.139885
793.994	147.229484	793.994	98.728494	793.994	22.613329	793.994	2.188570
794.294	144.183921	794.294	99.251503	794.294	24.826299	794.294	0.334558
794.595	143.286030	794.595	102.293850	794.595	24.685141	794.595	3.296225
794.895	145.830472	794.895	96.694215	794.895	21.792739	794.895	0.206071
795.195	147.431627	795.195	102.014617	795.195	24.707995	795.195	0.707425
795.495	142.042835	795.495	101.259194	795.495	22.325429	795.495	-1.654102
795.796	142.890974	795.796	104.498616	795.796	23.629253	795.796	0.933776
796.096	143.318323	796.096	97.763226	796.096	23.749567	796.096	-2.794498
796.396	141.960244	796.396	98.493669	796.396	23.843978	796.396	-3.430344
796.697	145.202739	796.697	93.415708	796.697	24.112378	796.697	-0.941707
796.997	145.191709	796.997	98.200862	796.997	23.829735	796.997	3.635503
797.297	145.715956	797.297	92.097640	797.297	25.489285	797.297	0.045913
797.598	141.313108	797.598	93.921008	797.598	22.371566	797.598	1.827954
797.898	146.538720	797.898	99.669550	797.898	23.562984	797.898	-3.476681
798.198	139.212574	798.198	100.398188	798.198	21.741051	798.198	0.942778
798.498	141.931048	798.498	99.701695	798.498	24.916380	798.498	2.196080
798.799	142.422938	798.799	92.607381	798.799	23.444477	798.799	-0.990412
799.099	142.095986	799.099	94.056522	799.099	23.567173	799.099	-0.847842
799.399	145.859625	799.399	95.924333	799.399	22.555564	799.399	0.223856
799.700	148.198505	799.700	94.731226	799.700	22.071606	799.700	-1.236654
800.000	145.042376	800.000	97.929695	800.000	22.545213	800.000	-0.411275
800.300	143.958630	800.300	99.761110	800.300	21.015821	800.300	-2.206125
800.601	137.746289	800.601	96.194640	800.601	22.089608	800.601	1.195370
800.901	140.999522	800.901	97.847892	800.901	22.089841	800.901	0.293358
801.201	140.877674	801.201	96.489832	801.201	22.337214	801.201	1.610314
801.502	147.450195	801.502	95.571684	801.502	23.079416	801.502	0.967959
801.802	149.826507	801.802	95.239301	801.802	24.785032	801.802	1.596730
802.102	142.637910	802.102	91.966766	802.102	22.883918	802.102	0.263411
802.402	141.030817	802.402	93.926135	802.402	22.039727	802.402	1.981494
802.703	141.373904	802.703	92.962687	802.703	22.989521	802.703	-2.224214
803.003	143.789766	803.003	93.833767	803.003	22.522965	803.003	-1.454224
803.303	148.030156	803.303	96.837324	803.303	23.169572	803.303	-0.394344
803.604	139.990530	803.604	94.295330	803.604	23.724511	803.604	-0.826457
803.904	145.826216	803.904	94.880323	803.904	25.100773	803.904	0.481732
804.204	140.792416	804.204	95.161023	804.204	23.320435	804.204	1.855298
804.505	138.652033	804.505	100.741085	804.505	22.828832	804.505	-1.361253
804.805	136.332190	804.805	101.826779	804.805	20.628321	804.805	-3.388538
805.105	147.505374	805.105	92.554846	805.105	21.838968	805.105	-0.810059
805.405	137.570302	805.405	96.555703	805.405	23.020539	805.405	0.527414
805.706	138.971324	805.706	94.480826	805.706	22.961079	805.706	3.867576
806.006	139.340023	806.006	91.303877	806.006	22.169436	806.006	5.058483
806.306	142.112192	806.306	102.030301	806.306	20.215056	806.306	-0.752048
806.607	141.286805	806.607	93.166371	806.607	22.274557	806.607	-4.356037
806.907	138.683588	806.907	91.807658	806.907	20.879812	806.907	0.419439
807.207	142.351988	807.207	93.065851	807.207	21.439964	807.207	-0.835337
807.508	142.632392	807.508	94.480337	807.508	22.634556	807.508	0.621392
807.808	140.755942	807.808	95.171774	807.808	21.455447	807.808	0.286221
808.108	141.071307	808.108	95.019352	808.108	21.989485	808.108	-1.085842
808.408	138.627148	808.408	93.601758	808.408	21.445080	808.408	1.386281
808.709	138.834023	808.709	88.437383	808.709	22.593380	808.709	-0.816168
809.009	139.145786	809.009	94.741441	809.009	21.321148	809.009	3.370600
809.309	144.840520	809.309	94.036114	809.309	22.323721	809.309	3.317603
809.610	138.820185	809.610	96.990066	809.610	20.280155	809.610	-1.944207
809.910	137.582653	809.910	91.409748	809.910	21.645228	809.910	-1.061427
810.210	132.825853	810.210	88.208818	810.210	23.364637	810.210	-0.962162
810.511	138.500738	810.511	88.970409	810.511	20.282663	810.511	-0.714054
810.811	137.803554	810.811	100.343975	810.811	21.020520	810.811	3.468856
811.111	140.747135	811.111	92.183545	811.111	19.944680	811.111	1.958157
811.411	141.970186	811.411	91.510294	811.411	22.771439	811.411	0.614601
811.712	140.350207	811.712	99.967746	811.712	22.265164	811.712	3.437787
812.012	134.176504	812.012	87.632133	812.012	21.118744	812.012	3.557931
812.312	142.113536	812.312	92.613075	812.312	19.746487	812.312	2.602619
812.613	137.602349	812.613	95.003564	812.613	22.877905	812.613	0.507225
812.913	145.895724	812.913	87.910831	812.913	23.070385	812.913	1.313384
813.213	136.979626	813.213	95.282595	813.213	23.035056	813.213	3.065023
813.514	141.771269	813.514	96.465788	813.514	21.357460	813.514	-3.448894
813.814	142.333823	813.814	91.024343	813.814	20.855873	813.814	1.317444
814.114	137.726134	814.114	88.146362	814.114	21.060619	814.114	2.650990
814.414	142.475741	814.414	94.133774	814.414	20.386530	814.414	-0.265885
814.715	137.168423	814.715	93.579868	814.715	21.551244	814.715	2.672430
815.015	139.681793	815.015	96.743504	815.015	20.010368	815.015	-3.114656
815.315	134.911166	815.315	91.307620	815.315	21.153923	815.315	1.143297
815.616	141.419295	815.616	91.623791	815.616	22.133107	815.616	-0.402830
815.916	141.215536	815.916	92.147432	815.916	21.493940	815.916	-2.150962
816.216	127.365680	816.216	85.489034	816.216	19.173086	816.216	-1.775557
816.517	143.851434	816.517	89.314949	816.517	21.642680	816.517	7.453596
816.817	135.643169	816.817	92.243059	816.817	20.418662	816.817	3.333147
817.117	136.116031	817.117	93.994699	817.117	21.483529	817.117	0.230946
817.417	138.327713	817.417	89.396793	817.417	20.772872	817.417	-4.032041
817.718	144.104425	817.718	94.820008	817.718	23.274071	817.718	-0.438797
818.018	135.619461	818.018	93.208773	818.018	21.309973	818.018	-1.277816
818.318	135.077714	818.318	93.661946	818.318	22.857576	818.318	1.226738
818.619	136.327216	818.619	88.528038	818.619	22.903160	818.619	-2.014481
818.919	139.887242	818.919	91.064153	818.919	21.140509	818.919	0.106097
819.219	135.197211	819.219	89.571425	819.219	21.798397	819.219	0.583269
819.520	141.400463	819.520	87.715099	819.520	20.079404	819.520	3.368908
819.820	142.866585	819.820	91.623544	819.820	21.489230	819.820	-3.620970
820.120	137.221945	820.120	87.480201	820.120	22.359707	820.120	-1.872720
820.420	140.722225	820.420	90.513619	820.420	20.433966	820.420	2.048963
820.721	140.949998	820.721	95.213300	820.721	19.597055	820.721	0.911446
821.021	138.207749	821.021	93.943696	821.021	18.989718	821.021	-1.268964
821.321	137.194949	821.321	92.213065	821.321	19.971091	821.321	0.581280
821.622	132.747563	821.622	82.021851	821.622	20.749338	821.622	-1.258757
821.922	136.024810	821.922	89.714344	821.922	21.624657	821.922	-2.410087
822.222	135.675248	822.222	86.809770	822.222	20.496384	822.222	3.040317
822.523	135.309732	822.523	87.297763	822.523	22.139113	822.523	-2.536727
822.823	138.285848	822.823	88.564719	822.823	20.690831	822.823	-1.112636
823.123	138.921554	823.123	87.337750	823.123	21.909197	823.123	-2.034081
823.423	133.672774	823.423	89.746396	823.423	20.917978	823.423	-0.514752
823.724	133.898717	823.724	91.697174	823.724	22.234730	823.724	1.741709
824.024	136.246994	824.024	85.881710	824.024	20.473290	824.024	-3.724009
824.324	131.460231	824.324	93.388945	824.324	20.135480	824.324	-4.115094
824.625	134.809464	824.625	89.865701	824.625	23.633782	824.625	-1.357366
824.925	133.496488	824.925	88.797977	824.925	17.798110	824.925	-0.474973
825.225	138.083054	825.225	91.095796	825.225	22.200189	825.225	3.988572
825.526	135.066171	825.526	85.998344	825.526	21.310156	825.526	0.049832
825.826	133.856446	825.826	83.040909	825.826	22.501115	825.826	2.602687
826.126	130.229237	826.126	87.167637	826.126	19.445003	826.126	0.314810
826.426	129.143991	826.426	92.433952	826.426	18.405512	826.426	4.074412
826.727	136.645774	826.727	85.976122	826.727	19.801750	826.727	0.989927
827.027	133.614115	827.027	88.991732	827.027	19.626484	827.027	0.672191
827.327	132.741505	827.327	94.507367	827.327	21.000617	827.327	-0.327433
827.628	132.978958	827.628	92.497904	827.628	18.026124	827.628	-0.042858
827.928	136.099893	827.928	88.046880	827.928	19.874981	827.928	-2.528752
828.228	139.317211	828.228	91.664473	828.228	20.871496	828.228	-0.905314
828.529	137.116155	828.529	92.363250	828.529	21.319965	828.529	-1.915011
828.829	132.265360	828.829	88.617128	828.829	18.959224	828.829	2.924284
829.129	137.000327	829.129	89.597457	829.129	20.046110	829.129	0.689454
829.429	127.785790	829.429	92.563480	829.429	20.051798	829.429	-0.375614
829.730	133.685040	829.730	89.195610	829.730	18.295411	829.730	0.748028
830.030	133.198550	830.030	87.328322	830.030	19.419089	830.030	4.854117
830.330	130.438553	830.330	87.719576	830.330	20.155526	830.330	-0.338411
830.631	131.925065	830.631	94.258689	830.631	21.742282	830.631	-1.206974
830.931	133.076915	830.931	91.433843	830.931	20.576771	830.931	3.465205
831.231	137.394566	831.231	85.707442	831.231	22.914314	831.231	3.822491
831.532	131.754305	831.532	83.416473	831.532	20.695199	831.532	-3.644512
831.832	141.420056	831.832	85.881451	831.832	18.509566	831.832	-3.398442
832.132	133.584559	832.132	89.226491	832.132	19.485474	832.132	1.085545
832.432	138.188794	832.432	83.008285	832.432	19.784552	832.432	1.125468
832.733	135.927843	832.733	91.126268	832.733	19.642527	832.733	2.353519
833.033	136.959206	833.033	85.662268	833.033	20.092649	833.033	-2.299006
833.333	133.066680	833.333	91.246764	833.333	19.969910	833.333	-2.671137
833.634	136.326037	833.634	89.730521	833.634	19.024836	833.634	2.637810
833.934	132.157180	833.934	86.205137	833.934	21.813843	833.934	-0.948703
834.234	127.851434	834.234	90.148622	834.234	20.142875	834.234	1.873796
834.535	137.655942	834.535	83.483432	834.535	19.228718	834.535	-2.721335
834.835	133.964724	834.835	84.604037	834.835	20.231331	834.835	0.451396
835.135	128.795697	835.135	87.000568	835.135	19.249707	835.135	-0.393159
835.435	135.895812	835.435	91.387889	835.435	17.808199	835.435	3.085382
835.736	129.771276	835.736	87.685691	835.736	17.578336	835.736	-2.961659
836.036	131.752306	836.036	83.658646	836.036	19.188954	836.036	2.844272
836.336	131.686870	836.336	85.141836	836.336	21.041947	836.336	-0.432853
836.637	134.951933	836.637	81.659398	836.637	17.456484	836.637	0.343958
836.937	130.561177	836.937	87.496543	836.937	19.913660	836.937	-1.030781
837.237	136.806862	837.237	86.493601	837.237	19.591864	837.237	-3.885026
837.538	134.592800	837.538	91.125218	837.538	20.171823	837.538	-0.654564
837.838	132.377080	837.838	83.493003	837.838	18.626621	837.838	0.073629
838.138	127.196888	838.138	86.472663	838.138	19.483485	838.138	1.356596
838.438	133.099943	838.438	91.420892	838.438	19.474342	838.438	-2.059799
838.739	132.630720	838.739	91.464596	838.739	17.839079	838.739	-1.086017
839.039	127.355380	839.039	83.603622	839.039	18.290858	839.039	3.828524
839.339	131.247674	839.339	80.176386	839.339	19.427283	839.339	-0.612426
839.640	131.869452	839.640	83.937314	839.640	17.558082	839.640	1.981482
839.940	132.925845	839.940	82.652999	839.940	19.662571	839.940	-2.177934
840.240	123.666640	840.240	83.028304	840.240	19.196023	840.240	-2.401531
840.541	131.479189	840.541	84.108285	840.541	20.136962	840.541	-2.609856
840.841	129.916780	840.841	82.114513	840.841	19.018552	840.841	4.468008
841.141	125.118297	841.141	83.706150	841.141	20.453326	841.141	-0.987733
841.441	129.758898	841.441	85.413269	841.441	20.364559	841.441	0.651914
841.742	132.062178	841.742	82.320178	841.742	19.396901	841.742	-1.013728
842.042	128.078636	842.042	80.767668	842.042	19.718811	842.042	4.347150
842.342	129.107617	842.342	86.449533	842.342	20.758715	842.342	-1.605383
842.643	133.100084	842.643	84.914207	842.643	19.600619	842.643	-2.578876
842.943	124.246880	842.943	84.465237	842.943	17.977453	842.943	2.864460
843.243	133.071948	843.243	86.226684	843.243	19.578312	843.243	0.440095
843.544	129.881805	843.544	83.025396	843.544	19.600225	843.544	1.408970
843.844	128.729937	843.844	88.669620	843.844	17.855222	843.844	1.478365
844.144	135.354997	844.144	83.154861	844.144	19.991590	844.144	-3.023554
844.444	133.252827	844.444	84.982248	844.444	18.533472	844.444	0.901594
844.745	133.677045	844.745	84.036791	844.745	19.307805	844.745	-2.293834
845.045	134.287069	845.045	84.824647	845.045	20.982470	845.045	-1.692383
845.345	131.951730	845.345	84.583135	845.345	20.282632	845.345	1.142205
845.646	131.672505	845.646	86.966435	845.646	16.639074	845.646	0.494713
845.946	129.549829	845.946	83.097622	845.946	18.251176	845.946	1.848219
846.246	130.127472	846.246	86.343307	846.246	18.823925	846.246	-0.072199
846.547	127.515348	846.547	86.591158	846.547	20.608048	846.547	-0.507479
846.847	135.646264	846.847	84.374022	846.847	18.713317	846.847	-0.116558
847.147	130.305075	847.147	80.607886	847.147	19.850821	847.147	0.258635
847.447	133.147719	847.447	84.860806	847.447	18.100366	847.447	-0.302559
847.748	131.442799	847.748	78.131047	847.748	18.271862	847.748	-3.895484
848.048	127.241539	848.048	80.587884	848.048	19.092928	848.048	0.503890
848.348	128.340600	848.348	82.294681	848.348	18.150261	848.348	-4.092575
848.649	128.040292	848.649	82.304686	848.649	19.489809	848.649	-4.067044
848.949	129.717085	848.949	85.028321	848.949	19.565747	848.949	-0.815315
849.249	127.100955	849.249	81.285924	849.249	18.363370	849.249	-1.336950
849.550	130.605186	849.550	84.656479	849.550	19.994601	849.550	-0.437622
849.850	126.729243	849.850	83.679341	849.850	19.108867	849.850	-1.609173
850.150	129.932991	850.150	78.520526	850.150	18.164245	850.150	1.687488
850.450	132.525647	850.450	81.174088	850.450	18.163580	850.450	-4.069009
850.751	129.553198	850.751	84.538444	850.751	16.433894	850.751	-1.327282
851.051	126.668577	851.051	86.453282	851.051	17.677361	851.051	1.257874
851.351	127.469991	851.351	84.255278	851.351	17.284111	851.351	1.163136
851.652	129.983157	851.652	82.275518	851.652	17.555154	851.652	-1.194997
851.952	125.534916	851.952	83.449391	851.952	19.320569	851.952	3.026560
852.252	127.987161	852.252	81.548552	852.252	19.937574	852.252	-1.079210
852.553	129.861422	852.553	82.229462	852.553	17.643339	852.553	-0.317469
852.853	125.569712	852.853	80.535437	852.853	15.940437	852.853	0.155762
853.153	126.966862	853.153	82.744583	853.153	18.481990	853.153	1.015359
853.453	133.020298	853.453	78.840981	853.453	20.550068	853.453	-0.170568
853.754	131.659864	853.754	82.396926	853.754	17.577240	853.754	0.191458
854.054	127.945447	854.054	84.274281	854.054	17.603333	854.054	-1.891178
854.354	128.337714	854.354	80.737917	854.354	19.122510	854.354	-3.440889
854.655	124.560972	854.655	84.166150	854.655	18.928159	854.655	-1.156271
854.955	126.535507	854.955	85.941383	854.955	17.428658	854.955	-1.538796
855.255	126.193644	855.255	82.894208	855.255	15.268895	855.255	1.387733
855.556	134.195487	855.556	81.167047	855.556	18.257357	855.556	0.397136
855.856	122.402404	855.856	83.234312	855.856	17.401942	855.856	3.634702
856.156	130.459989	856.156	82.492567	856.156	19.600325	856.156	0.227406
856.456	127.017062	856.456	81.738558	856.456	18.762726	856.456	2.811920
856.757	122.692252	856.757	81.230603	856.757	18.498171	856.757	4.438822
857.057	125.710526	857.057	84.798730	857.057	20.076130	857.057	0.514849
857.357	124.812498	857.357	83.923372	857.357	17.060283	857.357	-4.530738
857.658	126.426646	857.658	83.159324	857.658	18.528058	857.658	1.050271
857.958	128.938121	857.958	81.727564	857.958	17.283102	857.958	1.188778
858.258	128.197185	858.258	76.511907	858.258	17.607649	858.258	0.497839
858.559	131.029733	858.559	79.184268	858.559	18.751891	858.559	2.211758
858.859	124.609599	858.859	80.114524	858.859	19.152270	858.859	3.006686
859.159	124.578848	859.159	75.137958	859.159	20.378233	859.159	2.801285
859.459	132.853105	859.459	75.017735	859.459	17.469406	859.459	-3.187817
859.760	130.258109	859.760	77.351016	859.760	15.760731	859.760	0.301426
860.060	126.701054	860.060	76.928692	860.060	17.528201	860.060	0.084335
860.360	121.522783	860.360	81.854184	860.360	16.420445	860.360	0.441657
860.661	125.385099	860.661	79.089185	860.661	18.742592	860.661	0.411335
860.961	128.703524	860.961	79.463177	860.961	16.593492	860.961	1.613898
861.261	128.275757	861.261	82.106914	861.261	18.347063	861.261	1.760198
861.562	120.455633	861.562	75.439121	861.562	16.051482	861.562	-1.654759
861.862	124.474758	861.862	86.235481	861.862	20.765599	861.862	-1.458988
862.162	131.624483	862.162	81.330283	862.162	17.965942	862.162	0.025457
862.462	126.759143	862.462	77.613086	862.462	19.926429	862.462	2.300134
862.763	129.760092	862.763	80.748362	862.763	16.323302	862.763	-1.410538
863.063	125.205360	863.063	81.721930	863.063	17.470627	863.063	-4.566224
863.363	128.269995	863.363	76.883425	863.363	15.289444	863.363	1.698164
863.664	127.699278	863.664	80.924132	863.664	19.865721	863.664	0.037644
863.964	129.459698	863.964	77.213224	863.964	18.584250	863.964	-0.041102
864.264	120.043244	864.264	81.698300	864.264	16.144425	864.264	0.894752
864.565	126.427498	864.565	78.133878	864.565	17.149414	864.565	-1.206931
864.865	123.868010	864.865	78.699601	864.865	18.724777	864.865	0.818124
865.165	126.025978	865.165	78.089021	865.165	17.268293	865.165	-0.552611
865.465	124.809543	865.465	74.204430	865.465	18.046941	865.465	2.688354
865.766	124.666389	865.766	78.981209	865.766	16.671326	865.766	0.134286
866.066	129.589283	866.066	79.105444	866.066	17.003719	866.066	-0.109335
866.366	127.418476	866.366	70.994602	866.366	16.908015	866.366	-0.483351
866.667	121.909435	866.667	75.625304	866.667	17.104026	866.667	-0.118529
866.967	124.189487	866.967	87.057612	866.967	17.168096	866.967	-1.556484
867.267	124.200287	867.267	79.539683	867.267	17.862201	867.267	0.011515
867.568	123.792045	867.568	80.586220	867.568	16.168668	867.568	0.887137
867.868	121.904086	867.868	74.675765	867.868	16.513957	867.868	-0.812392
868.168	124.786827	868.168	78.428567	868.168	17.950418	868.168	0.216805
868.468	125.893764	868.468	83.898012	868.468	17.611152	868.468	-0.937772
868.769	127.650093	868.769	79.662129	868.769	17.405695	868.769	-0.510583
869.069	127.034247	869.069	81.102868	869.069	16.164627	869.069	3.959446
869.369	121.169501	869.369	81.315250	869.369	18.730371	869.369	-0.502853
869.670	126.546732	869.670	76.853920	869.670	16.336024	869.670	-0.084740
869.970	122.895662	869.970	78.630583	869.970	16.902421	869.970	-0.471455
870.270	127.493474	870.270	75.501646	870.270	20.887153	870.270	-0.007295
870.571	125.160312	870.571	79.514072	870.571	15.355956	870.571	1.778071
870.871	128.390673	870.871	73.031027	870.871	15.508263	870.871	2.094545
871.171	129.363451	871.171	77.318939	871.171	15.942513	871.171	1.335137
871.471	123.750292	871.471	78.982322	871.471	17.874707	871.471	-1.036361
871.772	125.012762	871.772	78.165149	871.772	18.474116	871.772	2.009940
872.072	121.918379	872.072	81.321650	872.072	17.772333	872.072	-0.332805
872.372	121.091044	872.372	78.439277	872.372	17.011999	872.372	-1.286942
872.673	122.048549	872.673	72.740516	872.673	18.240249	872.673	-2.067465
872.973	125.905475	872.973	77.433814	872.973	16.702673	872.973	1.320414
873.273	124.618344	873.273	77.000272	873.273	18.352153	873.273	0.789268
873.574	123.989938	873.574	78.123961	873.574	16.070105	873.574	1.503385
873.874	114.339661	873.874	76.525006	873.874	14.842686	873.874	-0.153287
874.174	126.331423	874.174	78.480377	874.174	15.522290	874.174	4.609739
874.474	118.079101	874.474	73.378718	874.474	16.585684	874.474	1.879863
874.775	124.445277	874.775	78.000045	874.775	17.616039	874.775	-1.934288
875.075	119.323014	875.075	78.550689	875.075	17.441860	875.075	-0.314585
875.375	117.229864	875.375	71.210511	875.375	17.182091	875.375	-3.918119
875.676	124.288527	875.676	80.644347	875.676	15.493186	875.676	-2.779462
875.976	123.227628	875.976	82.521077	875.976	16.793216	875.976	-0.870398
876.276	122.868662	876.276	80.249842	876.276	14.992299	876.276	2.111600
876.577	119.267333	876.577	79.004352	876.577	15.397846	876.577	-1.555056
876.877	122.592563	876.877	76.372509	876.877	16.862857	876.877	0.480158
877.177	123.828727	877.177	66.917870	877.177	17.068256	877.177	-0.681752
877.477	120.789625	877.477	77.607438	877.477	17.783504	877.477	1.902248
877.778	124.067140	877.778	73.390337	877.778	16.389939	877.778	-2.328143
878.078	121.354418	878.078	73.884015	878.078	16.431441	878.078	-1.856828
878.378	117.684498	878.378	70.628003	878.378	15.513466	878.378	1.243760
878.679	121.566286	878.679	76.756501	878.679	16.382937	878.679	0.190448
878.979	123.604876	878.979	75.160925	878.979	16.057990	878.979	-0.617869
879.279	125.753699	879.279	74.311099	879.279	17.326337	879.279	0.510181
879.580	122.003450	879.580	80.024023	879.580	15.951396	879.580	-0.257610
879.880	121.233674	879.880	75.955293	879.880	14.291326	879.880	-1.489585
880.180	120.250520	880.180	76.939336	880.180	15.440771	880.180	-1.188949
880.480	125.698869	880.480	74.895973	880.480	16.129096	880.480	-0.243592
880.781	121.981847	880.781	73.299969	880.781	17.433189	880.781	2.965267
881.081	124.312728	881.081	75.309742	881.081	17.597653	881.081	1.219622
881.381	120.348515	881.381	75.075702	881.381	15.071975	881.381	0.991067
881.682	126.048505	881.682	73.282719	881.682	16.171901	881.682	-3.309091
881.982	120.156581	881.982	73.077006	881.982	17.429905	881.982	4.648134
882.282	119.259168	882.282	76.850305	882.282	18.911847	882.282	-0.212932
882.583	122.054165	882.583	75.394217	882.583	14.897646	882.583	-1.883479
882.883	117.556497	882.883	73.089591	882.883	17.696626	882.883	2.334964
883.183	116.788056	883.183	76.892700	883.183	14.186054	883.183	0.713149
883.483	121.272059	883.483	73.429321	883.483	16.547958	883.483	0.078294
883.784	119.081939	883.784	75.744183	883.784	17.410164	883.784	2.326970
884.084	115.819535	884.084	73.662506	884.084	15.694097	884.084	-1.042591
884.384	119.795244	884.384	77.454769	884.384	16.293118	884.384	0.227055
884.685	124.799996	884.685	74.822503	884.685	18.491839	884.685	3.656952
